name|type|description|prerequisites|prerequisite_feats|benefit|normal|special|source|teamwork|critical|grit|style|performance|racial|companion_familiar|race_name|note|goal|completion_benefit|multiples|suggested_traits|source_dataset
Improved Overrun|Combat|You are skilled at running down your foes.|Str 13, Power Attack, base attack bonus +1.|Power Attack|You do not provoke an attack of opportunity when performing an overrun combat maneuver. In addition, you receive a +2 bonus on checks made to overrrun a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to overrun you. Targets of your overrun attempt may not choose to avoid you.|You provoke an attack of opportunity when performing an overrun combat maneuver.||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Overrun|Mythic|You're an unstoppable force on the battlefield, able to run down lesser foes with ease.|Improved Overrun.|Improved Overrun|You gain a bonus equal to half your tier on checks to overrun, and to your CMD when an opponent tries to overrun you. These bonuses stack with those granted by Improved Overrun. Furthermore, you can make an attack of opportunity against any creature t|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Possession|General|Your ability to possess bodies is more powerful.|Demonic Possession or shadow demon, Cha 25||The duration of your magic jar spell-like ability increases to 24 hours. You can choose to activate a host body's extraordinary abilities, supernatural abilities, spell-like abilities, and spells known or prepared.|||Demons Revisited|0|0|0|0|0|0|0|||||0||AoN
Improved Precise Shot|Combat|Your ranged attacks ignore anything but total concealment and cover.|Dex 19, Point-Blank Shot, Precise Shot, base attack bonus +11.|Point-Blank Shot, Precise Shot|Your ranged attacks ignore the AC bonus granted to targets by anything less than total cover, and the miss chance granted to targets by anything less than total concealment. Total cover and total concealment provide their normal benefits against your ranged attacks.|See the normal rules on the effects of cover and concealment in Chapter 8.||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Rending Fury|Combat|Honing the deadliness of your claws, you are a living hurricane of rending fury.|Rending Fury, base attack bonus +9, rend special attack.|Rending Fury|Whenever you successfully rend an opponent, you deal an extra 1d6 damage. This damage is not multiplied on a critical hit.|||Ultimate Combat|0|0|0|0|0|0|0|||||0||AoN
Improved Reposition|Combat|You have learned how to force your enemies to move around the battlefield.|Int 13, Combat Expertise.|Combat Expertise|You do not provoke an attack of opportunity when performing a reposition combat maneuver. In addition, you receive a +2 bonus on checks made to reposition a foe. You also receive a +2 bonus to your Combat Maneuver Defense when an opponent tries to reposition you.|You provoke an attack of opportunity when performing a reposition combat maneuver.||Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Reposition|Mythic|You put your foes right where you want them.|Improved Reposition|Improved Reposition|You gain a bonus equal to half your tier on checks to attempt a reposition combat maneuver, and to your CMD when an opponent attempts to perform a reposition combat maneuver against you. These bonuses stack with those granted by Improved Reposition. Furthermore, you can make an attack of opportunity against any creature that attempts to reposition you, unless it also has this feat.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Second Chance|Combat|You can turn a missed strike into a second chance without sacrificing later attacks.|Int 13, Combat Expertise, Second Chance, base attack bonus +11.|Combat Expertise, Second Chance|When you reroll a missed attack using the Second Chance feat, you can still make the rest of your attacks that turn, albeit at a -5 penalty to each attack.|When using the Second Chance feat, you must normally forgo the rest of your attacks that turn.||Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Share Spells|General|You can share spells with those you have a magical connection with.|Spellcraft 10 ranks, ability to acquire an animal companion, eidolon, familiar, or special mount.||Any non-instantaneous spell (but not any spell-like ability) you cast on yourself can also affect a creature bonded to you (such as an animal companion, eidolon, familiar, or special mount). The creature must be within 5 feet of you at the time of casting to receive the benefit. The spell's duration is halved between you and your bonded creature (for example, a spell with a duration of 1 hour has a duration of 30 minutes for both you and your bonded creature). If the spell or effect has a duration other than instantaneous, it stops affecting the creature if it moves farther than 5 feet away from you. It does not affect the creature again if it returns before the duration expires. You may share spells in this fashion even if the spells normally do not affect creatures of that type. This feat only applies to animal companions, eidolons, familiars, or special mounts gained through a class feature.|||Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Shield Bash|Combat|You can protect yourself with your shield, even if you use it to attack.|Shield Proficiency.|Shield Proficiency|When you perform a shield bash, you may still apply the shield's shield bonus to your AC.|Without this feat, a character that performs a shield bash loses the shield's shield bonus to AC until his next turn (see Chapter 6).||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Sidestep|Combat|You are adept at sidestepping your opponent's melee attacks without compromising your mobility.|Dex 15, Dodge, Mobility, Sidestep.|Dodge, Mobility, Sidestep|After sidestepping an opponent's missed attack using the Sidestep feat, you may still take a 5-foot step during your next turn, or you may move up to your full speed if you take an action to move during your next turn.|If you use the Sidestep feat, you cannot take a 5-foot step during your next turn.||Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Snap Shot|Combat|You can take advantage of your opponent's vulnerabilities from a greater distance, and without exposing yourself.|Dex 15, Point-Blank Shot, Rapid Shot, Snap Shot, Weapon Focus, base attack bonus +9.|Point-Blank Shot, Rapid Shot, Snap Shot, Weapon Focus|You threaten an additional 10 feet with Snap Shot.|Making a ranged attack provokes attacks of opportunity.||Ultimate Combat|0|0|0|0|0|0|0|||||0||AoN
Improved Stalwart|General|You can roll with the punches while simultaneously striking back at your attackers.|Diehard, Endurance, Stalwart, base attack bonus +11.|Diehard, Endurance, Stalwart|Double the DR you gain from Stalwart, to a maximum of DR 10/-.|||Ultimate Combat|0|0|0|0|0|0|0|||||0||AoN
Improved Steal|Combat|You have a knack for snatching items from your opponents.|Int 13, Combat Expertise.|Combat Expertise|You do not provoke an attack of opportunity when performing a steal combat maneuver. In addition, you receive a +2 bonus on checks made to steal an item from a foe. You also receive a +2 bonus to your Combat Maneuver Defense when an opponent tries to steal an item from you.|You provoke an attack of opportunity when performing a steal combat maneuver.||Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Steal|Mythic|Your light fingers can lift even the most closely held item off an enemy.|Improved Steal|Improved Steal|You gain a bonus equal to half your tier on checks to attempt a steal combat maneuver, and to your CMD when an opponent attempts a steal combat maneuver on you. These bonuses stack with those granted by Improved Steal. Furthermore, you can make an attack of opportunity against any creature that attempts a steal maneuver against, you unless it also has this feat.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Stench|General|Your foul odor is particularly strong and wide-reaching.|Stench universal monster ability.||The aura range of your stench ability increases by 30 feet. In addition, your stench ability save DC increases by 2, and its duration increases by 50%.|||Demons Revisited|0|0|0|0|0|0|0|||||0||AoN
Improved Stonecunning|General|Your sense for stonework is uncanny.|Wis 13, dwarf, stonecunning racial trait.||You receive a +4 bonus on Perception checks to notice unusual stonework. This bonus replaces the stonecunning ability's normal bonus on Perception checks.|||Advanced Player's Guide|0|0|0|0|0|1|0|Dwarf||||0||AoN
Improved Stonecunning|Mythic|If you listen close, you can hear the secrets of stone.|Improved Stonecunning|Improved Stonecunning|You gain stone tell as a spell-like ability usable once per day with a caster level equal to twice your tier.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Sunder|Combat|You are skilled at damaging your foes' weapons and armor.|Str 13, Power Attack, base attack bonus +1.|Power Attack|You do not provoke an attack of opportunity when performing a sunder combat maneuver. In addition, you receive a +2 bonus on checks made to sunder an item. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to sunder your gear.|You provoke an attack of opportunity when performing a sunder combat maneuver.||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Sunder|Mythic|Your mighty smashing blows demolish objects.|Improved Sunder.|Improved Sunder|You gain a bonus equal to half your tier on checks to sunder, and to your CMD when an opponent tries to sunder an object used by you. These bonuses stack with those granted by Improved Sunder. Furthermore, you can make an attack of opportunity against any creature that attempts to sunder an object used by you, unless it also has this feat.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
