name|type|description|prerequisites|benefits|Metaconstruction|Convergence|Psionic|Surge|Technique|Cerulean_Seas|Item_Creation|Conduit|General|Gather_Power|Metapsionic|Kineticist|Akashic|Confluence|teamwork|Shifting|Combat|Metamagic|Heritage|Style|Mineralite_Racial|Projected_Form
Quick Shifter|Cerulean_Seas|You can transform very quickly. Normal You can transform as a standard action (in either direction).|selkie, dex 13|you can shift into sea elf form as a free action, and back into seal form as a move equivalent action.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Re-knit|Cerulean_Seas|You can reform from your school of squid much faster. Normal Even with the Presence of Mind feat, the kvol cannot force the school to re-knit its body before 8 hours of uninterrupted rest.|kvol, presence of mind feat|once per hour, you can force the school of squid to reform into your kvol form as a full- round action. doing so, however, leaves you at only 1 hit point when you revert to kvol form.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Reach of Force|Cerulean_Seas|The reach of your force manipulation can extend into an adjacent square. Normal Your force manipulation ability only affects squares that you occupy.|trueform subtype, force manipulation tool use ability.|once per round, the reach of your force manipulation can extend into one adjacent square. you can affect only one adjacent square at a time.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Redundant Process|Cerulean_Seas|Your scrupulous designs seldom fail.|agloolik, craft (any) 5 ranks.|whenever you make craft check to create something, you can roll two dice and take the higher result.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Reflex Of Two|Cerulean_Seas|Both heads may respond to impending danger.|sisiutl.|once per day, you can roll twice for a reflex save and take the best result.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Resilient Spirit|Cerulean_Seas|Your soul crystal can retain your memories.|sunken relluk, character level 10.|if you are slain and your soul crystal is implanted in another suitable sunken relluk body within seven days, you are restored to life with one permanent negative level (no immunities or abilities can avert this penalty). you can be restored in this way three times, after which this feat ceases to function.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Retune Form|Cerulean_Seas|Once per day, you can change your forms racial ability options.|aqua-xax|once per day, as a standard action, you can change your racial ability options as if you just assumed that form. randomly determined options remain random, though you may reroll if you obtain the same result that you currently have.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Rime Rouser|Cerulean_Seas|Creatures you summon are imbued with cold energy and have the cold subtype.|augment summoning, spell focus (conjuration).|when you summon a creature or creatures using any summon spell, you can opt to summon a version of the creature from the paraelemental plane of ice. if you do so, the summoned creature gains the cold subtype and its natural attacks deal an additional 1d6 points of cold damage. creatures with the fire or steam subtype can never be enhanced with the cold subtype in this manner.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Rime Toothed|Cerulean_Seas|You do both cold damage and piercing damage with your bite attack.|brother of frost with supernatural bite racial feature.|you do both cold damage and piercing damage (roll damage twice, apply both) with your bite attack.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Rugon Trample|Cerulean_Seas|You gain a trample attack.|rugon race.|when you attempt to overrun an opponent, your target may not choose to avoid you. you may make one melee attack against any target you disorient, gaining the standard +4 bonus on attack rolls against disoriented (prone) targets. you can only use this feat while both you and your opponent are swimming.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Scent Mastery|Cerulean_Seas|Your ability to follow your nose improves.|trueform subtype without keen scent ability|if you do not have the scent ability, you gain it. if you do, you gain the keen scent ability.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
School Friend|Cerulean_Seas|You are skilled at blending into schools of fish without disrupting them.||you may make a dc 20 handle animal skill check to enter into a school of fish. while within a school of fish you gain concealment. the school must be larger than you for you to receive any , and any sudden or violent movements on your part will cause the school to scatter.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Screech|Cerulean_Seas|You have retained some of your ability from your youth.|suibo.|once per day as a standard action, you can screech loudly, affecting a 10-foot-radius burst; those who are affected are stunned for 1 round unless they make a fortitude save, dc 10 + 1/2 the suibo's hit dice + the suibo 's charisma modifier.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Sea Sight|Cerulean_Seas|Your vision is not hampered from looking down into the water from above it. Normal Partially submerged targets have improved cover, and completely submerged targets have total cover versus those viewing from above the water.|4 ranks in profession (sailor)|when peering down into the water from above, ignore cover due to the target being submerged.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Seabond|Cerulean_Seas|You have become magnetically tuned to your homeland.|trueform subtype|you can use the magnetic pull of the planet to find your way home. this works in much the same way that a compass points north. while you can detect which direction your homeland is, you get no indication of distance or obstacles in your path. you can bond to any location that you have lived in for an entire moon cycle, thus losing the ability to sense the direction of any locations previously attuned to. the re-attunement is somewhat voluntary, based on whether or not you consider your new location as home or not.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
See More Evil|Cerulean_Seas|You can detect evil more often.|kvol, wis 15.|your detect evil racial trait can be activated a number of times per day equal to your wisdom modifier.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Selling Ice in Isinblare|Cerulean_Seas|You have an instinctual knack for business dealings. skill checks.|crystolix, wis 15.|you may add your wisdom modifier as a competency bonus to appraise and diplomacy|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Servitors Diplomacy|Cerulean_Seas|Years of lowly servitude have made you better at dealing with people and good at either reading them or lying to them.|aquatic anumi.|you get a +2 racial bonus on all diplomacy checks. for this feat, choose either the sense motive skill or the bluff skill. this choice is permanent. gain a +2 racial bonus in the chosen skill. if you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Shark Nosed|Cerulean_Seas|You have the keen senses of a full-blooded shark.|samebito.|your scent range extends to 180 feet and you can smell blood in the water up to a mile away (and evoke a blood frenzy as a result, if you are willing and able to).|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Shark-Blooded|Cerulean_Seas|You gain the traits of a shark, along with its aggressive nature.|cindarian, kai-lio, or sea folk|you may take this feat multiple times; each time you gain a new trait listed below. if you take two or more traits, your charisma drops by 2 points, as you grow more aggressive and feral.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Sharkmaster|Cerulean_Seas|You are an expert shark trainer, even beyond your active shark.|handle animal 1 rank; ability to cast 1st level sharker spells.|you gain a +2 bonus on handle animal and knowledge (nature) checks with all types of sharks. furthermore, you are treated as one level higher when determining the abilities of your animal companion or mount, as long as it is a shark.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Sharpened Senses|Cerulean_Seas|You have honed your blindsight to be more acute.|sea squole, wis 13.|your blindsight range gains an additional number of feet equal to 5 times your wisdom bonus (if any). for example, if your wisdom bonus is +3, your blindsight extends to 45 feet.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Shell Shock (feat)|Cerulean_Seas|You can bash opponents with your carapace.|base attack bonus +3, sea kappa.|your carapace can be considered a heavy shield in regards to shield bash attacks (including feats relating to shield bash attacks, such as improved shield bash) , though it does not require an off-hand to use as an attack.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Shocking Strike|Cerulean_Seas|Discipline Psychokinesis [electricity, trigger]; Level Highlord 2, psychic warrior 2 Display Auditory, material Manifesting Time 1 swift action Range Melee Target One creature Duration 1 round; see text Saving Throw None; Power Resistance Yes Power Points 3 The next single successful melee attack you make this round deals an additional +1d6 points of electricity damage and charges the creature with static energy. Trigger If the target moves during its next turn and your attack was successful, you can expend your psionic focus to deal an additional 2d6 points of electricity damage to it. Augment If you spend 6 additional power points, you can instead manifest this power upon making a successful melee attack and have the effects of this power instead apply to that attack. Doing so still uses your swift action for the round.|||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Slippery|Cerulean_Seas|You are particularly hard to hold onto.|kvol or sea squole|you gain a +4 racial bonus on all escape artist checks to slip free of bonds and squeeze into tight spaces, and you can squeeze through spaces as though you were one size category smaller than your actual size.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Song Focus|Cerulean_Seas|Your music is particularly difficult to ignore.|siren song class feature|when selecting this feat choose a siren song that allows a saving throw. increase that songs save dc by 1. you may choose this power multiple times; each choice applies to a different song.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Song of the Morgen|Cerulean_Seas|You can use touch of the morgen at range. Normal Touch of the morgen normally has a range of touch.|morgen, 3 ranks in perform skill.|you can use the touch of the morgen racial trait at a range of up to 30 feet.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Sorsalsel Style|Cerulean_Seas|You have been trained in the traditional fighting style of your people.|acrobatics 1 rank, proficiency with a skith, squawk|you can charge through squares that contain allies while wielding a skith. furthermore, once per round, if you miss an opponent with your skith, you may make an acrobatics skill check with the dc equal to the missed opponent's ac. if successful, the miss is instead considered to be a hit and damage is dealt normally.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Spell Seal|Cerulean_Seas|You can cast spells that require somatic components while in seal form. Normal You can speak normally while in seal form and cast spells that require only verbal components. However, you cannot cast spells that require somatic components. You also have difficulty manipulating material components with enough aptitude to cast a spell.|selkie.|you can complete somatic components of spells while in seal form. you can also use any material components or focuses that you possess.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
